id,filename,pages,readability,duplicate_of,review_status,document_type,project_fit,candidate_factors,decision,reason
129,Machine Learning in Finance_ From Theory to Practice-Springer (2020).pdf,565,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
130,Machine Learning in Finance_ From Theory to Practice.pdf,565,text,Machine Learning in Finance_ From Theory to Practice-Springer (2020).pdf,duplicate_inherited,exact_duplicate,inherit_original,,skip_duplicate,Exact duplicate of Machine Learning in Finance_ From Theory to Practice-Springer (2020).pdf
131,"Marcos López de Prado - Advances in Financial Machine Learning-John Wiley & Sons, Inc. (2018).pdf",395,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
132,"Mastering pandas for Finance_ Master pandas, an open source Python Data Analysis Library, for financial data analysis.pdf",298,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
133,Mastering Python for Finance_ Implement advanced state-of-the-art financial statistical applications using Python.pdf,414,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
134,"Mathematical Techniques in Finance_ An Introduction (2022, Wiley).pdf",267,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
135,Maureen O'Hara - Market Microstructure Theory  -Wiley (1998).pdf,293,image_only,,skipped_unreadable_per_user,scan_or_broken_pdf,not_verified,,skip_ocr,OCR not started or stopped per user instruction; title retained for coverage.
136,Methods of Mathematical Finance-Springer (2001).pdf,214,image_only,,skipped_unreadable_per_user,scan_or_broken_pdf,not_verified,,skip_ocr,OCR not started or stopped per user instruction; title retained for coverage.
137,Monte Carlo Methods in Financial Engineering.pdf,603,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
138,Optimization Methods in Finance.pdf,349,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
139,Optimization Methods in Finance（第二版）.pdf,351,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
140,Option Volatility and Pricing.pdf,4058,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
141,"Paul P. Wilmott - Frequently Asked Questions in Quantitative Finance, Second Edition  -A John Wiley and Sons, Ltd. (2009).pdf",625,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
142,Paul Wilmott - Paul Wilmott introduces quantitative finance-Wiley (2007).pdf,724,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
143,Probabilistic Machine Learning for Finance and Investing.pdf,439,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
144,Python for Algorithmic Trading_ From Idea to Cloud Deployment.pdf,380,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
145,"Python for Finance Cookbook_ Over 80 powerful recipes for effective financial data analysis, 2nd Edition.pdf",741,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
146,"Python for Finance Cookbook_ Over 80 powerful recipes for effective financial data analysis, 2nd Edition_compressed.pdf",741,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
147,quant job interview questions and answers.pdf,329,image_only,,skipped_unreadable_per_user,scan_or_broken_pdf,not_verified,,skip_ocr,OCR not started or stopped per user instruction; title retained for coverage.
148,Quantitative Equity Portfolio Management.pdf,451,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
149,Quantitative Equity Portfolio Management_ An Active Approach to Portfolio Construction and Management (McGraw-Hill Library of Investment and Finance)-McGraw-Hill Edu.pdf,691,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
150,"Quantitative Investment Analysis Workbook, 3rd Edition-Wiley (2015).pdf",272,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
151,"Quantitative risk management _ concepts, techniques and tools-Princeton University Press (2015).pdf",721,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
152,Quantitative Strategies for Achieving Alpha (McGraw-Hill Finance & Investing)-McGraw-Hill Finance & Investing (2008).pdf,481,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
153,"Quantitative Trading_ How to Build Your Own Algorithmic Trading Business (Wiley Trading) (2021, Wiley).pdf",256,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
154,Quantitative Trading_ How to Build Your Own Algorithmic Trading Business-Wiley (2008).pdf,204,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
155,Quantum Finance_ Path Integrals and Hamiltonians for Options and Interest Rates-Cambridge University Press (2004).pdf,334,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
156,Quantum Machine Learning and Optimisation in Finance_ On the Road to Quantum Advantage.pdf,443,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
157,Quant绿皮书精讲60题_by野荷马.pdf,64,image_only,,skipped_unreadable_per_user,scan_or_broken_pdf,not_verified,,skip_ocr,OCR not started or stopped per user instruction; title retained for coverage.
158,README.md,,text,,catalogued_non_report,supporting_asset,none,,skip_non_report,Directory asset is not a PDF research report.
159,Reinforcement Learning for Finance_ Solve Problems in Finance with CNN and RNN Using the TensorFlow Library.pdf,435,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
160,Robert Carver - Systematic Trading_ A unique new method for designing trading and investing systems-Harriman House (2015).pdf,326,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
161,Statistical Arbitrage_ Algorithmic Trading Insights and Techniques (Wiley Finance) (2007).pdf,257,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
162,The Book of Alternative Data_ A Guide for Investors Traders and Risk Managers-Wiley (2020).pdf,483,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
163,The Volatility Smile-Wiley (2016).pdf,528,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
164,"Timothy Falcon Crack - Heard on the Street, Quantitative Questions from Wall Street Job Interviews-Timothy Crack (2014).pdf",280,image_only,,skipped_unreadable_per_user,scan_or_broken_pdf,not_verified,,skip_ocr,OCR not started or stopped per user instruction; title retained for coverage.
165,TradingAgents Multi-Agents LLM Financial Trading Framework.pdf,27,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
166,"Volatility Trading, + Website-Wiley (2013).pdf",298,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
167,【2022新书】机器学习在金融时间序列分析与预测中的应用，385页pdf.pdf,385,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
168,【开放书】经济与金融数据科学.pdf,357,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
169,中信因子深度研究系列10：买卖报单流动性因子构建.pdf,20,text,,selected_source,research_report,factor_or_strategy_candidate,mci_bid;mci_ask,keep,Used in the consolidated implementation or strategy recommendations.
170,中信因子深度研究系列11：高频订单失衡及价差因子.pdf,23,text,,selected_source,research_report,factor_or_strategy_candidate,soir_l5_decay;mpc_mean_max_skew,keep,Used in the consolidated implementation or strategy recommendations.
171,中信因子深度研究系列12：多层次订单失衡及订单斜率因子.pdf,17,text,,selected_source,research_report,factor_or_strategy_candidate,multilevel_order_imbalance;orderbook_slope,keep,Used in the consolidated implementation or strategy recommendations.
172,中信因子深度研究系列13：分析师预期调整事件增强选股策略全攻略.pdf,32,text,,selected_source,research_report,factor_or_strategy_candidate,analyst_revision_magnitude;analyst_revision_event,keep,Used in the consolidated implementation or strategy recommendations.
173,中信因子深度研究系列14：券商金股组合深度解析及分析师因子再增强.pdf,27,text,,selected_strategy_source,research_report,strategy_candidate,,strategy_only,"Useful at model, portfolio, execution, or risk layer rather than as an atomic factor."
174,中信因子深度研究系列1：特质波动率纯因子组合在A股的实证与研究.pdf,22,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
175,中信因子深度研究系列2：宏观变量控制下的有效因子轮动.pdf,23,text,,selected_strategy_source,research_report,strategy_candidate,,strategy_only,"Useful at model, portfolio, execution, or risk layer rather than as an atomic factor."
176,中信因子深度研究系列3：Barra风险模型介绍及与中信建投选股体系的比较.pdf,35,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
177,中信因子深度研究系列4：市值因子择时.pdf,17,image_only,,skipped_unreadable_per_user,scan_or_broken_pdf,not_verified,,skip_ocr,OCR not started or stopped per user instruction; title retained for coverage.
178,中信因子深度研究系列5：因子衰减在多因子选股中的应用.pdf,27,text,,selected_source,research_report,factor_or_strategy_candidate,factor_half_life_weight,keep,Used in the consolidated implementation or strategy recommendations.
179,中信因子深度研究系列6：一致预期因子体系搭建.pdf,32,text,,selected_source,research_report,factor_or_strategy_candidate,consensus_forecast_freshness;consensus_dispersion,keep,Used in the consolidated implementation or strategy recommendations.
180,中信因子深度研究系列7：分析师预期修正动量效应选股策略.pdf,37,text,,selected_source,research_report,factor_or_strategy_candidate,analyst_revision_momentum_fy1_fy2,keep,Used in the consolidated implementation or strategy recommendations.
181,中信因子深度研究系列8：分析师超预期因子选股策略.pdf,24,text,,selected_source,research_report,factor_or_strategy_candidate,earnings_surprise_percent,keep,Used in the consolidated implementation or strategy recommendations.
182,中信因子深度研究系列9：高频量价选股因子初探.pdf,18,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
183,华泰人工智能系列10：宏观周期指标应用于随机森林选股.pdf,19,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
184,华泰人工智能系列11：人工智能选股stacking集成学习.pdf,28,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
185,华泰人工智能系列12：人工智能选股特征选择.pdf,25,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
186,华泰人工智能系列13：人工智能选股损失函数的改进.pdf,22,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
187,华泰人工智能系列14：对抗过拟合：从时序交叉验证谈起.pdf,29,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
188,华泰人工智能系列15：人工智能选股卷积神经网络.pdf,21,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
189,华泰人工智能系列16：再论时序交叉验证对抗过拟合.pdf,23,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
190,华泰人工智能系列17：人工智能选股数据标注方法实证.pdf,26,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
191,华泰人工智能系列18：机器学习选股模型的调仓频率实证.pdf,18,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
192,华泰人工智能系列19：偶然中的必然：重采样技术检验过拟合.pdf,28,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
193,华泰人工智能系列1：人工智能选股框架及经典算法简介.pdf,35,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
194,华泰人工智能系列20：必然中的偶然：机器学习中的随机数.pdf,24,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
195,华泰人工智能系列21：基于遗传规划的选股因子挖掘.pdf,25,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
196,华泰人工智能系列22：基于CSCV框架的回测过拟合概率.pdf,22,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
197,华泰人工智能系列23：再探基于遗传规划的选股因子挖掘.pdf,32,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
198,华泰人工智能系列24：真假序列识别研究-投石问路：技术分析可靠否？.pdf,32,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
199,华泰人工智能系列25：真假序列识别再探：市场弱有效性检验与择时战场选择.pdf,31,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
200,华泰人工智能系列26：遗传规划在CTA信号挖掘中的应用.pdf,22,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
201,华泰人工智能系列27：揭开机器学习模型的“黑箱”.pdf,33,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
202,华泰人工智能系列28：基于量价的人工智能选股体系概览.pdf,24,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
203,华泰人工智能系列29：提升超额收益_另类标签和集成学习.pdf,35,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
204,华泰人工智能系列2：人工智能选股广义线性模型.pdf,34,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
205,华泰人工智能系列30：从关联到逻辑：因果推断初探.pdf,24,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
206,华泰人工智能系列31：生成对抗网络GAN初探.pdf,36,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
207,华泰人工智能系列32：AlphaNet：因子挖掘神经网络.pdf,24,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
208,华泰人工智能系列33：数据模式探索：无监督学习案例.pdf,21,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
209,华泰人工智能系列34：再探AlphaNet：结构和特征优化.pdf,25,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
210,华泰人工智能系列35：WGAN应用于金融时间序列生成.pdf,36,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
211,华泰人工智能系列36：相对生成对抗网络RGAN实证.pdf,38,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
212,华泰人工智能系列37：舆情因子和BERT情感分类模型.pdf,28,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
213,华泰人工智能系列38：WGAN生成：从单资产到多资产.pdf,33,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
214,华泰人工智能系列39：周频量价选股模型的组合优化实证.pdf,23,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
215,华泰人工智能系列3：人工智能选股支持向量机模型.pdf,33,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
216,华泰人工智能系列40：微软AI量化投资平台Qlib体验.pdf,34,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
217,华泰人工智能系列41：基于BERT的分析师研报情感因子.pdf,24,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
218,华泰人工智能系列42：图神经网络选股与Qlib实践.pdf,42,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
219,华泰人工智能系列43：因子观点融入机器学习.pdf,21,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
220,华泰人工智能系列44：深度卷积GAN实证.pdf,30,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
221,华泰人工智能系列45：cGAN应用于资产配置.pdf,35,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
222,华泰人工智能系列46：AlphaNet改进：结构和损失函数.pdf,21,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
223,华泰人工智能系列47：cGAN模拟宏观指标.pdf,26,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
224,华泰人工智能系列48：对抗过拟合：cGAN应用于策略调参.pdf,30,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
225,华泰人工智能系列49：SinGAN单样本生成.pdf,24,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
226,华泰人工智能系列4：人工智能选股朴素贝叶斯模型.pdf,27,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
227,华泰人工智能系列50：再探cGAN资产配置.pdf,27,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
228,华泰人工智能系列51：文本PEAD选股策略.pdf,30,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
229,华泰人工智能系列52：神经网络组合优化初探.pdf,26,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
230,华泰人工智能系列53：揭秘微软AI量化研究.pdf,32,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
231,华泰人工智能系列54：基于遗传规划的一致预期因子挖掘.pdf,27,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
232,华泰人工智能系列55：图神经网络选股的进阶路.pdf,29,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
233,华泰人工智能系列56：新闻舆情分析的HAN网络选股.pdf,29,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
234,华泰人工智能系列57：文本FADT选股.pdf,38,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
235,华泰人工智能系列58：分析师共同覆盖因子和图神经网络.pdf,31,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
236,华泰人工智能系列59：强化学习初探与DQN择时.pdf,42,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
237,华泰人工智能系列5：人工智能选股随机森林模型.pdf,32,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
238,华泰人工智能系列60：量化如何追求模糊的正确：有序回归.pdf,24,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
239,华泰人工智能系列61：深挖分析师共同覆盖中的关联因子.pdf,27,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
240,华泰人工智能系列62：NLP综述：勾勒AI语义理解的轨迹.pdf,54,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
241,华泰人工智能系列63：再探文本FADT选股.pdf,43,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
242,华泰人工智能系列6：人工智能选股Boosting模型.pdf,41,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
243,华泰人工智能系列7：人工智能选股Python实战.pdf,39,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
244,华泰人工智能系列8：人工智能选股全连接神经网络.pdf,28,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
245,华泰人工智能系列9：人工智能选股循环神经网络模型.pdf,31,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
246,华泰多因子系列10：因子合成方法实证分析.pdf,39,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
247,华泰多因子系列11：单因子测试之海量技术因子.pdf,36,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
248,华泰多因子系列12：结构化多因子风险模型.pdf,33,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
249,华泰多因子系列13：单因子测试之历史分位数因子.pdf,42,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
250,华泰多因子系列1：多因子模型体系初探.pdf,33,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
251,华泰多因子系列2：单因子测试之估值类因子.pdf,47,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
252,华泰多因子系列3：单因子测试之成长类因子.pdf,50,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
253,华泰多因子系列4：单因子测试之动量类因子.pdf,45,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
254,华泰多因子系列5：单因子测试之换手率类因子.pdf,48,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
255,华泰多因子系列6：单因子测试之波动率类因子.pdf,42,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
256,华泰多因子系列7：单因子测试之资金流向因子.pdf,39,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
257,华泰多因子系列8：单因子测试之财务质量因子.pdf,54,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
258,华泰多因子系列9：单因子测试之一致预期因子.pdf,29,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
259,国盛因子择时：的三个标尺，因子动量、因子离散度与因子拥挤度.pdf,33,text,,selected_source,research_report,factor_or_strategy_candidate,factor_momentum;factor_dispersion;factor_crowding,keep,Used in the consolidated implementation or strategy recommendations.
260,国盛因子择时：风险溢价时钟视角下的攻守因子配置.pdf,25,text,,selected_strategy_source,research_report,strategy_candidate,,strategy_only,"Useful at model, portfolio, execution, or risk layer rather than as an atomic factor."
261,国盛多因子系列10：行业内选股初探.pdf,22,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
262,国盛多因子系列11：主题的风险与收益.pdf,24,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
263,国盛多因子系列12：无形资产估值因子.pdf,21,text,,selected_source,research_report,factor_or_strategy_candidate,intangible_adjusted_book_to_market,keep,Used in the consolidated implementation or strategy recommendations.
264,国盛多因子系列13：基金重仓股研究.pdf,24,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
